"Time","ResultDescription"
2022-3-21 21:00:00.0000,"User did not pass the MFA challenge (non interactive)."
2022-3-21 22:00:00.0000,"User did not pass the MFA challenge (non interactive)."
2022-3-21 22:00:00.0000,"Device Authentication Required - DeviceId -DeviceAltSecId claims are null OR no device corresponding to the device identifier exists."
2022-3-21 23:00:00.0000,"User did not pass the MFA challenge (non interactive)."
2022-3-22 00:00:00.0000,"User did not pass the MFA challenge (non interactive)."
2022-3-22 00:00:00.0000,"User did not pass the MFA challenge (non interactive)."
2022-3-22 00:00:00.0000,"User did not pass the MFA challenge (non interactive)."
2022-3-22 00:00:00.0000,"User did not pass the MFA challenge (non interactive)."
2022-3-22 00:00:00.0000,"User did not pass the MFA challenge (non interactive)."
2022-3-22 00:00:00.0000,"User did not pass the MFA challenge (non interactive)."
2022-3-22 00:00:00.0000,"This error occurred due to 'Keep me signed in' interrupt when the user was signing-in."
2022-3-22 00:00:00.0000,"This error occurred due to 'Keep me signed in' interrupt when the user was signing-in."
2022-3-22 00:00:00.0000,"User did not pass the MFA challenge (non interactive)."
2022-3-22 00:00:00.0000,"User did not pass the MFA challenge (non interactive)."
2022-3-22 01:00:00.0000,"Invalid password, entered expired password."
2022-3-22 01:00:00.0000,"User did not pass the MFA challenge (non interactive)."
2022-3-22 00:00:00.0000,"This error occurred due to 'Keep me signed in' interrupt when the user was signing-in."
2022-3-22 02:00:00.0000,Other
2022-3-22 02:00:00.0000,Other
2022-3-22 02:00:00.0000,Other
2022-3-22 02:00:00.0000,"User did not pass the MFA challenge (non interactive)."
2022-3-22 03:00:00.0000,"User did not pass the MFA challenge (non interactive)."
2022-3-22 06:00:00.0000,Other
2022-3-22 06:00:00.0000,"This error occurred due to 'Keep me signed in' interrupt when the user was signing-in."
2022-3-22 06:00:00.0000,"This error occurred due to 'Keep me signed in' interrupt when the user was signing-in."
2022-3-22 08:00:00.0000,"Invalid username or password or Invalid on-premise username or password."
2022-3-22 08:00:00.0000,"This error occurred due to 'Keep me signed in' interrupt when the user was signing-in."
2022-3-22 08:00:00.0000,"This error occurred due to 'Keep me signed in' interrupt when the user was signing-in."
2022-3-22 06:00:00.0000,"This error occurred due to 'Keep me signed in' interrupt when the user was signing-in."
2022-3-22 08:00:00.0000,"This error occurred due to 'Keep me signed in' interrupt when the user was signing-in."
2022-3-21 23:00:00.0000,"User did not pass the MFA challenge (non interactive)."
2022-3-21 23:00:00.0000,"User did not pass the MFA challenge (non interactive)."
2022-3-21 23:00:00.0000,"User did not pass the MFA challenge (non interactive)."
2022-3-22 00:00:00.0000,"User did not pass the MFA challenge (non interactive)."
2022-3-22 00:00:00.0000,"User did not pass the MFA challenge (non interactive)."
2022-3-22 00:00:00.0000,"User did not pass the MFA challenge (non interactive)."
2022-3-22 00:00:00.0000,"User did not pass the MFA challenge (non interactive)."
2022-3-22 00:00:00.0000,"User did not pass the MFA challenge (non interactive)."
2022-3-22 00:00:00.0000,"User did not pass the MFA challenge (non interactive)."
2022-3-22 00:00:00.0000,"User did not pass the MFA challenge (non interactive)."
2022-3-21 23:00:00.0000,"This error occurred due to 'Keep me signed in' interrupt when the user was signing-in."
2022-3-22 01:00:00.0000,"User did not pass the MFA challenge (non interactive)."
2022-3-22 01:00:00.0000,Other
2022-3-22 01:00:00.0000,"User did not pass the MFA challenge (non interactive)."
2022-3-22 03:00:00.0000,"User did not pass the MFA challenge (non interactive)."
2022-3-22 03:00:00.0000,"User did not pass the MFA challenge (non interactive)."
2022-3-22 04:00:00.0000,"User did not pass the MFA challenge (non interactive)."
2022-3-22 06:00:00.0000,"This error occurred due to 'Keep me signed in' interrupt when the user was signing-in."
2022-3-22 07:00:00.0000,"This error occurred due to 'Keep me signed in' interrupt when the user was signing-in."
2022-3-22 07:00:00.0000,"This error occurred due to 'Keep me signed in' interrupt when the user was signing-in."
2022-3-22 07:00:00.0000,Other
2022-3-22 08:00:00.0000,"This error occurred due to 'Keep me signed in' interrupt when the user was signing-in."
2022-3-22 08:00:00.0000,"This error occurred due to 'Keep me signed in' interrupt when the user was signing-in."
2022-3-22 08:00:00.0000,"This error occurred due to 'Keep me signed in' interrupt when the user was signing-in."
2022-3-22 08:00:00.0000,"This error occurred due to 'Keep me signed in' interrupt when the user was signing-in."
2022-3-22 08:00:00.0000,"Invalid username or password or Invalid on-premise username or password."
2022-3-22 08:00:00.0000,"This error occurred due to 'Keep me signed in' interrupt when the user was signing-in."
2022-3-18 19:00:00.0000,"User did not pass the MFA challenge (non interactive)."
2022-3-18 19:00:00.0000,"This error occurred due to 'Keep me signed in' interrupt when the user was signing-in."
2022-3-18 19:00:00.0000,"This error occurred due to 'Keep me signed in' interrupt when the user was signing-in."
2022-3-18 19:00:00.0000,"User did not pass the MFA challenge (non interactive)."
2022-3-18 17:00:00.0000,"This error occurred due to 'Keep me signed in' interrupt when the user was signing-in."
2022-3-18 19:00:00.0000,"This error occurred due to 'Keep me signed in' interrupt when the user was signing-in."
2022-3-18 19:00:00.0000,"This error occurred due to 'Keep me signed in' interrupt when the user was signing-in."
2022-3-18 16:00:00.0000,"This error occurred due to 'Keep me signed in' interrupt when the user was signing-in."
2022-3-18 19:00:00.0000,"This error occurred due to 'Keep me signed in' interrupt when the user was signing-in."
2022-3-18 19:00:00.0000,"User did not pass the MFA challenge (non interactive)."
2022-3-18 21:00:00.0000,"User did not pass the MFA challenge (non interactive)."
2022-3-18 21:00:00.0000,"User did not pass the MFA challenge (non interactive)."
2022-3-18 21:00:00.0000,"Device Authentication Required - DeviceId -DeviceAltSecId claims are null OR no device corresponding to the device identifier exists."
2022-3-18 20:00:00.0000,"Device Authentication Required - DeviceId -DeviceAltSecId claims are null OR no device corresponding to the device identifier exists."
2022-3-18 21:00:00.0000,"This error occurred due to 'Keep me signed in' interrupt when the user was signing-in."
2022-3-18 22:00:00.0000,"User did not pass the MFA challenge (non interactive)."
2022-3-18 18:00:00.0000,"This error occurred due to 'Keep me signed in' interrupt when the user was signing-in."
2022-3-18 23:00:00.0000,"User did not pass the MFA challenge (non interactive)."
2022-3-18 23:00:00.0000,"User did not pass the MFA challenge (non interactive)."
2022-3-18 22:00:00.0000,Other
2022-3-18 20:00:00.0000,"User did not pass the MFA challenge (non interactive)."
2022-3-18 21:00:00.0000,"Device Authentication Required - DeviceId -DeviceAltSecId claims are null OR no device corresponding to the device identifier exists."
2022-3-18 21:00:00.0000,"This error occurred due to 'Keep me signed in' interrupt when the user was signing-in."
2022-3-18 23:00:00.0000,"User did not pass the MFA challenge (non interactive)."
2022-3-18 23:00:00.0000,"User did not pass the MFA challenge (non interactive)."
2022-3-19 00:00:00.0000,"User did not pass the MFA challenge (non interactive)."
2022-3-19 00:00:00.0000,"User did not pass the MFA challenge (non interactive)."
2022-3-18 20:00:00.0000,"This error occurred due to 'Keep me signed in' interrupt when the user was signing-in."
2022-3-19 00:00:00.0000,"User did not pass the MFA challenge (non interactive)."
2022-3-18 23:00:00.0000,"User did not pass the MFA challenge (non interactive)."
2022-3-18 23:00:00.0000,"User did not pass the MFA challenge (non interactive)."
2022-3-18 23:00:00.0000,"User did not pass the MFA challenge (non interactive)."
2022-3-18 22:00:00.0000,"User did not pass the MFA challenge (non interactive)."
2022-3-18 20:00:00.0000,"Device Authentication Required - DeviceId -DeviceAltSecId claims are null OR no device corresponding to the device identifier exists."
2022-3-19 02:00:00.0000,"User did not pass the MFA challenge (non interactive)."
2022-3-18 20:00:00.0000,"This error occurred due to 'Keep me signed in' interrupt when the user was signing-in."
2022-3-18 20:00:00.0000,"Device Authentication Required - DeviceId -DeviceAltSecId claims are null OR no device corresponding to the device identifier exists."
2022-3-19 02:00:00.0000,"User did not pass the MFA challenge (non interactive)."
2022-3-18 23:00:00.0000,"User did not pass the MFA challenge (non interactive)."
2022-3-19 02:00:00.0000,"User did not pass the MFA challenge (non interactive)."
2022-3-18 22:00:00.0000,"User did not pass the MFA challenge (non interactive)."
2022-3-18 20:00:00.0000,"This error occurred due to 'Keep me signed in' interrupt when the user was signing-in."
2022-3-19 00:00:00.0000,"User did not pass the MFA challenge (non interactive)."
2022-3-19 02:00:00.0000,"User did not pass the MFA challenge (non interactive)."
2022-3-19 02:00:00.0000,"User did not pass the MFA challenge (non interactive)."
2022-3-19 04:00:00.0000,"User did not pass the MFA challenge (non interactive)."
2022-3-19 02:00:00.0000,"User did not pass the MFA challenge (non interactive)."
2022-3-19 05:00:00.0000,"User did not pass the MFA challenge (non interactive)."
2022-3-19 02:00:00.0000,"User did not pass the MFA challenge (non interactive)."
2022-3-18 23:00:00.0000,"User did not pass the MFA challenge (non interactive)."
2022-3-18 21:00:00.0000,"User did not pass the MFA challenge (non interactive)."
2022-3-19 07:00:00.0000,"User did not pass the MFA challenge (non interactive)."
2022-3-18 23:00:00.0000,"User did not pass the MFA challenge (non interactive)."
2022-3-19 04:00:00.0000,"User did not pass the MFA challenge (non interactive)."
2022-3-19 04:00:00.0000,"User did not pass the MFA challenge (non interactive)."
2022-3-18 19:00:00.0000,"This error occurred due to 'Keep me signed in' interrupt when the user was signing-in."
2022-3-19 08:00:00.0000,"User did not pass the MFA challenge (non interactive)."
2022-3-19 09:00:00.0000,"User did not pass the MFA challenge (non interactive)."
2022-3-19 00:00:00.0000,"User did not pass the MFA challenge (non interactive)."
2022-3-19 00:00:00.0000,"User did not pass the MFA challenge (non interactive)."
2022-3-19 00:00:00.0000,"User did not pass the MFA challenge (non interactive)."
2022-3-19 00:00:00.0000,"User did not pass the MFA challenge (non interactive)."
2022-3-19 10:00:00.0000,"User did not pass the MFA challenge (non interactive)."
2022-3-19 00:00:00.0000,"User did not pass the MFA challenge (non interactive)."
2022-3-19 00:00:00.0000,"User did not pass the MFA challenge (non interactive)."
2022-3-19 00:00:00.0000,"User did not pass the MFA challenge (non interactive)."
2022-3-19 00:00:00.0000,"User did not pass the MFA challenge (non interactive)."
2022-3-19 00:00:00.0000,"User did not pass the MFA challenge (non interactive)."
2022-3-19 00:00:00.0000,"User did not pass the MFA challenge (non interactive)."
2022-3-18 23:00:00.0000,"User did not pass the MFA challenge (non interactive)."
2022-3-18 23:00:00.0000,"User did not pass the MFA challenge (non interactive)."
2022-3-19 00:00:00.0000,"User did not pass the MFA challenge (non interactive)."
2022-3-19 00:00:00.0000,"User did not pass the MFA challenge (non interactive)."
2022-3-19 03:00:00.0000,"User did not pass the MFA challenge (non interactive)."
2022-3-19 00:00:00.0000,"User did not pass the MFA challenge (non interactive)."
2022-3-19 00:00:00.0000,"User did not pass the MFA challenge (non interactive)."
2022-3-19 06:00:00.0000,"User did not pass the MFA challenge (non interactive)."
2022-3-19 06:00:00.0000,"User did not pass the MFA challenge (non interactive)."
2022-3-19 01:00:00.0000,"User did not pass the MFA challenge (non interactive)."
2022-3-19 09:00:00.0000,"User did not pass the MFA challenge (non interactive)."
2022-3-19 09:00:00.0000,"User did not pass the MFA challenge (non interactive)."
2022-3-19 01:00:00.0000,"User did not pass the MFA challenge (non interactive)."
2022-3-19 01:00:00.0000,"User did not pass the MFA challenge (non interactive)."
2022-3-19 01:00:00.0000,"User did not pass the MFA challenge (non interactive)."
2022-3-19 03:00:00.0000,"User did not pass the MFA challenge (non interactive)."
2022-3-19 04:00:00.0000,"User did not pass the MFA challenge (non interactive)."
2022-3-19 05:00:00.0000,"User did not pass the MFA challenge (non interactive)."
2022-3-19 05:00:00.0000,"User did not pass the MFA challenge (non interactive)."
2022-3-19 09:00:00.0000,"User did not pass the MFA challenge (non interactive)."
2022-3-18 01:00:00.0000,"This error occurred due to 'Keep me signed in' interrupt when the user was signing-in."
2022-3-18 01:00:00.0000,"This error occurred due to 'Keep me signed in' interrupt when the user was signing-in."
2022-3-18 01:00:00.0000,"User did not pass the MFA challenge (non interactive)."
2022-3-18 01:00:00.0000,"User did not pass the MFA challenge (non interactive)."
2022-3-18 02:00:00.0000,"User did not pass the MFA challenge (non interactive)."
2022-3-18 02:00:00.0000,"This error occurred due to 'Keep me signed in' interrupt when the user was signing-in."
2022-3-18 01:00:00.0000,"User did not pass the MFA challenge (non interactive)."
2022-3-18 02:00:00.0000,"This error occurred due to 'Keep me signed in' interrupt when the user was signing-in."
2022-3-18 02:00:00.0000,"User did not pass the MFA challenge (non interactive)."
2022-3-18 01:00:00.0000,"User did not pass the MFA challenge (non interactive)."
2022-3-18 02:00:00.0000,"User did not pass the MFA challenge (non interactive)."
2022-3-18 01:00:00.0000,"User did not pass the MFA challenge (non interactive)."
2022-3-18 03:00:00.0000,"User did not pass the MFA challenge (non interactive)."
2022-3-18 01:00:00.0000,"This error occurred due to 'Keep me signed in' interrupt when the user was signing-in."
2022-3-18 02:00:00.0000,"User did not pass the MFA challenge (non interactive)."
2022-3-18 03:00:00.0000,"User did not pass the MFA challenge (non interactive)."
2022-3-18 03:00:00.0000,"User did not pass the MFA challenge (non interactive)."
2022-3-18 03:00:00.0000,"This error occurred due to 'Keep me signed in' interrupt when the user was signing-in."
2022-3-18 03:00:00.0000,"This error occurred due to 'Keep me signed in' interrupt when the user was signing-in."
2022-3-18 04:00:00.0000,"User did not pass the MFA challenge (non interactive)."
2022-3-18 02:00:00.0000,"This error occurred due to 'Keep me signed in' interrupt when the user was signing-in."
2022-3-18 04:00:00.0000,"This error occurred due to 'Keep me signed in' interrupt when the user was signing-in."
2022-3-18 06:00:00.0000,"User did not pass the MFA challenge (non interactive)."
2022-3-18 06:00:00.0000,"User did not pass the MFA challenge (non interactive)."
2022-3-18 04:00:00.0000,"User did not pass the MFA challenge (non interactive)."
2022-3-18 06:00:00.0000,"User did not pass the MFA challenge (non interactive)."
2022-3-18 05:00:00.0000,"This error occurred due to 'Keep me signed in' interrupt when the user was signing-in."
2022-3-18 05:00:00.0000,"User did not pass the MFA challenge (non interactive)."
2022-3-18 08:00:00.0000,"This error occurred due to 'Keep me signed in' interrupt when the user was signing-in."
2022-3-18 02:00:00.0000,"User did not pass the MFA challenge (non interactive)."
2022-3-18 07:00:00.0000,"User did not pass the MFA challenge (non interactive)."
2022-3-18 07:00:00.0000,"This error occurred due to 'Keep me signed in' interrupt when the user was signing-in."
2022-3-18 07:00:00.0000,"This error occurred due to 'Keep me signed in' interrupt when the user was signing-in."
2022-3-18 01:00:00.0000,"This error occurred due to 'Keep me signed in' interrupt when the user was signing-in."
2022-3-18 03:00:00.0000,"User did not pass the MFA challenge (non interactive)."
2022-3-18 08:00:00.0000,"Invalid username or password or Invalid on-premise username or password."
2022-3-18 08:00:00.0000,"Invalid username or password or Invalid on-premise username or password."
2022-3-18 06:00:00.0000,"This error occurred due to 'Keep me signed in' interrupt when the user was signing-in."
2022-3-18 08:00:00.0000,"Invalid username or password or Invalid on-premise username or password."
2022-3-18 08:00:00.0000,"This error occurred due to 'Keep me signed in' interrupt when the user was signing-in."
2022-3-18 08:00:00.0000,"This error occurred due to 'Keep me signed in' interrupt when the user was signing-in."
2022-3-18 06:00:00.0000,"Flow token expired - Authentication Failed. Have user try signing-in again with username -password."
2022-3-18 08:00:00.0000,"This error occurred due to 'Keep me signed in' interrupt when the user was signing-in."
2022-3-18 04:00:00.0000,"User did not pass the MFA challenge (non interactive)."
2022-3-18 06:00:00.0000,"This error occurred due to 'Keep me signed in' interrupt when the user was signing-in."
2022-3-18 08:00:00.0000,"This error occurred due to 'Keep me signed in' interrupt when the user was signing-in."
2022-3-18 08:00:00.0000,"This error occurred due to 'Keep me signed in' interrupt when the user was signing-in."
2022-3-18 08:00:00.0000,"User did not pass the MFA challenge (non interactive)."
2022-3-18 08:00:00.0000,"This error occurred due to 'Keep me signed in' interrupt when the user was signing-in."
2022-3-18 06:00:00.0000,"This error occurred due to 'Keep me signed in' interrupt when the user was signing-in."
2022-3-18 04:00:00.0000,"User did not pass the MFA challenge (non interactive)."
2022-3-18 08:00:00.0000,"User did not pass the MFA challenge (non interactive)."
2022-3-18 03:00:00.0000,"This error occurred due to 'Keep me signed in' interrupt when the user was signing-in."
2022-3-18 10:00:00.0000,"User did not pass the MFA challenge (non interactive)."
2022-3-18 06:00:00.0000,"This error occurred due to 'Keep me signed in' interrupt when the user was signing-in."
2022-3-18 06:00:00.0000,"This error occurred due to 'Keep me signed in' interrupt when the user was signing-in."
2022-3-18 08:00:00.0000,Other
2022-3-18 10:00:00.0000,"This error occurred due to 'Keep me signed in' interrupt when the user was signing-in."
2022-3-18 10:00:00.0000,"This error occurred due to 'Keep me signed in' interrupt when the user was signing-in."
2022-3-18 06:00:00.0000,"User did not pass the MFA challenge (non interactive)."
2022-3-18 06:00:00.0000,"This error occurred due to 'Keep me signed in' interrupt when the user was signing-in."
2022-3-18 10:00:00.0000,"This error occurred due to 'Keep me signed in' interrupt when the user was signing-in."
2022-3-18 12:00:00.0000,"User did not pass the MFA challenge (non interactive)."
2022-3-18 08:00:00.0000,"This error occurred due to 'Keep me signed in' interrupt when the user was signing-in."
2022-3-18 08:00:00.0000,"This error occurred due to 'Keep me signed in' interrupt when the user was signing-in."
2022-3-18 10:00:00.0000,"This error occurred due to 'Keep me signed in' interrupt when the user was signing-in."
2022-3-18 08:00:00.0000,"This error occurred due to 'Keep me signed in' interrupt when the user was signing-in."
2022-3-18 14:00:00.0000,"This error occurred due to 'Keep me signed in' interrupt when the user was signing-in."
2022-3-18 07:00:00.0000,"User did not pass the MFA challenge (non interactive)."
2022-3-18 14:00:00.0000,"This error occurred due to 'Keep me signed in' interrupt when the user was signing-in."
2022-3-18 10:00:00.0000,"This error occurred due to 'Keep me signed in' interrupt when the user was signing-in."
2022-3-18 07:00:00.0000,"User did not pass the MFA challenge (non interactive)."
2022-3-18 10:00:00.0000,"This error occurred due to 'Keep me signed in' interrupt when the user was signing-in."
2022-3-18 10:00:00.0000,"This error occurred due to 'Keep me signed in' interrupt when the user was signing-in."
2022-3-18 07:00:00.0000,"User did not pass the MFA challenge (non interactive)."
2022-3-18 06:00:00.0000,"This error occurred due to 'Keep me signed in' interrupt when the user was signing-in."
2022-3-18 11:00:00.0000,"This error occurred due to 'Keep me signed in' interrupt when the user was signing-in."
2022-3-18 08:00:00.0000,"This error occurred due to 'Keep me signed in' interrupt when the user was signing-in."
2022-3-18 16:00:00.0000,"User did not pass the MFA challenge (non interactive)."
2022-3-18 10:00:00.0000,"This error occurred due to 'Keep me signed in' interrupt when the user was signing-in."
2022-3-18 12:00:00.0000,"User did not pass the MFA challenge (non interactive)."
2022-3-18 09:00:00.0000,"Device Authentication Required - DeviceId -DeviceAltSecId claims are null OR no device corresponding to the device identifier exists."
2022-3-18 10:00:00.0000,"This error occurred due to 'Keep me signed in' interrupt when the user was signing-in."
2022-3-18 12:00:00.0000,"User did not pass the MFA challenge (non interactive)."
2022-3-18 07:00:00.0000,"This error occurred due to 'Keep me signed in' interrupt when the user was signing-in."
2022-3-18 17:00:00.0000,"User did not pass the MFA challenge (non interactive)."
2022-3-18 18:00:00.0000,Other
2022-3-18 18:00:00.0000,"User did not pass the MFA challenge (non interactive)."
2022-3-18 13:00:00.0000,"User is unauthorized - unable to issue tokens because of version issue - issuer name is not specified - problems with issuer name (null -max length). Contact the app owner."
2022-3-18 08:00:00.0000,"This error occurred due to 'Keep me signed in' interrupt when the user was signing-in."
2022-3-18 14:00:00.0000,"User did not pass the MFA challenge (non interactive)."
2022-3-18 14:00:00.0000,"User did not pass the MFA challenge (non interactive)."
2022-3-18 10:00:00.0000,"This error occurred due to 'Keep me signed in' interrupt when the user was signing-in."
2022-3-18 13:00:00.0000,"User is unauthorized - unable to issue tokens because of version issue - issuer name is not specified - problems with issuer name (null -max length). Contact the app owner."
2022-3-18 10:00:00.0000,"This error occurred due to 'Keep me signed in' interrupt when the user was signing-in."
2022-3-18 10:00:00.0000,"User did not pass the MFA challenge (non interactive)."
2022-3-18 15:00:00.0000,"User did not pass the MFA challenge (non interactive)."
2022-3-18 10:00:00.0000,"User did not pass the MFA challenge (non interactive)."
2022-3-18 11:00:00.0000,Other
2022-3-18 10:00:00.0000,"This error occurred due to 'Keep me signed in' interrupt when the user was signing-in."
2022-3-18 10:00:00.0000,"This error occurred due to 'Keep me signed in' interrupt when the user was signing-in."
2022-3-18 16:00:00.0000,"User did not pass the MFA challenge (non interactive)."
2022-3-18 16:00:00.0000,"This error occurred due to 'Keep me signed in' interrupt when the user was signing-in."
2022-3-18 17:00:00.0000,"This error occurred due to 'Keep me signed in' interrupt when the user was signing-in."
2022-3-18 17:00:00.0000,"User did not pass the MFA challenge (non interactive)."
2022-3-18 12:00:00.0000,"User did not pass the MFA challenge (non interactive)."
2022-3-18 12:00:00.0000,"User did not pass the MFA challenge (non interactive)."
2022-3-18 13:00:00.0000,"This error occurred due to 'Keep me signed in' interrupt when the user was signing-in."
2022-3-18 13:00:00.0000,"User did not pass the MFA challenge (non interactive)."
2022-3-18 12:00:00.0000,"User did not pass the MFA challenge (non interactive)."
2022-3-18 15:00:00.0000,"This error occurred due to 'Keep me signed in' interrupt when the user was signing-in."
2022-3-18 10:00:00.0000,"This error occurred due to 'Keep me signed in' interrupt when the user was signing-in."
2022-3-18 13:00:00.0000,"This error occurred due to 'Keep me signed in' interrupt when the user was signing-in."
2022-3-18 13:00:00.0000,"User is unauthorized - unable to issue tokens because of version issue - issuer name is not specified - problems with issuer name (null -max length). Contact the app owner."
2022-3-18 13:00:00.0000,"Device Authentication Required - DeviceId -DeviceAltSecId claims are null OR no device corresponding to the device identifier exists."
2022-3-18 13:00:00.0000,"Device Authentication Required - DeviceId -DeviceAltSecId claims are null OR no device corresponding to the device identifier exists."
2022-3-18 13:00:00.0000,"User did not pass the MFA challenge."
2022-3-18 13:00:00.0000,"User is unauthorized - unable to issue tokens because of version issue - issuer name is not specified - problems with issuer name (null -max length). Contact the app owner."
2022-3-18 14:00:00.0000,"This error occurred due to 'Keep me signed in' interrupt when the user was signing-in."
2022-3-18 14:00:00.0000,"This error occurred due to 'Keep me signed in' interrupt when the user was signing-in."
2022-3-18 14:00:00.0000,"User did not pass the MFA challenge (non interactive)."
2022-3-18 16:00:00.0000,"This error occurred due to 'Keep me signed in' interrupt when the user was signing-in."
2022-3-18 16:00:00.0000,"This error occurred due to 'Keep me signed in' interrupt when the user was signing-in."
2022-3-18 15:00:00.0000,"This error occurred due to 'Keep me signed in' interrupt when the user was signing-in."
2022-3-18 14:00:00.0000,"This error occurred due to 'Keep me signed in' interrupt when the user was signing-in."
2022-3-18 13:00:00.0000,"This error occurred due to 'Keep me signed in' interrupt when the user was signing-in."
2022-3-18 16:00:00.0000,"This error occurred due to 'Keep me signed in' interrupt when the user was signing-in."
2022-3-18 15:00:00.0000,"This error occurred due to 'Keep me signed in' interrupt when the user was signing-in."
2022-3-18 15:00:00.0000,"This error occurred due to 'Keep me signed in' interrupt when the user was signing-in."
2022-3-18 17:00:00.0000,"This error occurred due to 'Keep me signed in' interrupt when the user was signing-in."
2022-3-18 14:00:00.0000,"This error occurred due to 'Keep me signed in' interrupt when the user was signing-in."
2022-3-18 16:00:00.0000,"User did not pass the MFA challenge (non interactive)."
2022-3-18 18:00:00.0000,"This error occurred due to 'Keep me signed in' interrupt when the user was signing-in."
2022-3-18 18:00:00.0000,"This error occurred due to 'Keep me signed in' interrupt when the user was signing-in."
2022-3-18 17:00:00.0000,"User did not pass the MFA challenge (non interactive)."
2022-3-18 16:00:00.0000,"This error occurred due to 'Keep me signed in' interrupt when the user was signing-in."
2022-3-17 15:00:00.0000,"This error occurred due to 'Keep me signed in' interrupt when the user was signing-in."
2022-3-17 14:00:00.0000,"This error occurred due to 'Keep me signed in' interrupt when the user was signing-in."
2022-3-17 15:00:00.0000,"Invalid username or password or Invalid on-premise username or password."
2022-3-17 14:00:00.0000,"Device Authentication Required - DeviceId -DeviceAltSecId claims are null OR no device corresponding to the device identifier exists."
2022-3-17 15:00:00.0000,"This error occurred due to 'Keep me signed in' interrupt when the user was signing-in."
2022-3-17 16:00:00.0000,"This error occurred due to 'Keep me signed in' interrupt when the user was signing-in."
2022-3-17 15:00:00.0000,"User did not pass the MFA challenge (non interactive)."
2022-3-17 16:00:00.0000,"This error occurred due to 'Keep me signed in' interrupt when the user was signing-in."
2022-3-17 16:00:00.0000,"User did not pass the MFA challenge (non interactive)."
2022-3-17 15:00:00.0000,"This error occurred due to 'Keep me signed in' interrupt when the user was signing-in."
2022-3-17 16:00:00.0000,"This error occurred due to 'Keep me signed in' interrupt when the user was signing-in."
2022-3-17 16:00:00.0000,"This error occurred due to 'Keep me signed in' interrupt when the user was signing-in."
2022-3-17 16:00:00.0000,"This error occurred due to 'Keep me signed in' interrupt when the user was signing-in."
2022-3-17 16:00:00.0000,"This error occurred due to 'Keep me signed in' interrupt when the user was signing-in."
2022-3-17 17:00:00.0000,"This error occurred due to 'Keep me signed in' interrupt when the user was signing-in."
2022-3-17 16:00:00.0000,"This error occurred due to 'Keep me signed in' interrupt when the user was signing-in."
2022-3-17 16:00:00.0000,"Flow token expired - Authentication Failed. Have user try signing-in again with username -password."
2022-3-17 16:00:00.0000,"Session is invalid due to expiration or recent password change."
2022-3-17 18:00:00.0000,"This error occurred due to 'Keep me signed in' interrupt when the user was signing-in."
2022-3-17 18:00:00.0000,"This error occurred due to 'Keep me signed in' interrupt when the user was signing-in."
2022-3-17 19:00:00.0000,Other
2022-3-17 19:00:00.0000,Other
2022-3-17 18:00:00.0000,"This error occurred due to 'Keep me signed in' interrupt when the user was signing-in."
2022-3-17 18:00:00.0000,"This error occurred due to 'Keep me signed in' interrupt when the user was signing-in."
2022-3-17 19:00:00.0000,Other
2022-3-17 19:00:00.0000,Other
2022-3-17 19:00:00.0000,"This error occurred due to 'Keep me signed in' interrupt when the user was signing-in."
2022-3-17 19:00:00.0000,Other
2022-3-17 20:00:00.0000,"This error occurred due to 'Keep me signed in' interrupt when the user was signing-in."
2022-3-17 20:00:00.0000,"This error occurred due to 'Keep me signed in' interrupt when the user was signing-in."
2022-3-17 20:00:00.0000,"Flow token expired - Authentication Failed. Have user try signing-in again with username -password."
2022-3-17 20:00:00.0000,"This error occurred due to 'Keep me signed in' interrupt when the user was signing-in."
2022-3-17 19:00:00.0000,"This error occurred due to 'Keep me signed in' interrupt when the user was signing-in."
2022-3-17 20:00:00.0000,"Device Authentication Required - DeviceId -DeviceAltSecId claims are null OR no device corresponding to the device identifier exists."
2022-3-17 20:00:00.0000,"This error occurred due to 'Keep me signed in' interrupt when the user was signing-in."
2022-3-17 19:00:00.0000,"User did not pass the MFA challenge (non interactive)."
2022-3-17 19:00:00.0000,"This error occurred due to 'Keep me signed in' interrupt when the user was signing-in."
2022-3-17 20:00:00.0000,"This error occurred due to 'Keep me signed in' interrupt when the user was signing-in."
2022-3-17 20:00:00.0000,"User did not pass the MFA challenge (non interactive)."
2022-3-17 20:00:00.0000,"Invalid username or password or Invalid on-premise username or password."
2022-3-17 20:00:00.0000,Other
2022-3-17 20:00:00.0000,Other
2022-3-17 21:00:00.0000,Other
2022-3-17 20:00:00.0000,"This error occurred due to 'Keep me signed in' interrupt when the user was signing-in."
2022-3-17 20:00:00.0000,Other
2022-3-17 20:00:00.0000,Other
2022-3-17 20:00:00.0000,Other
2022-3-17 20:00:00.0000,Other
2022-3-17 20:00:00.0000,Other
2022-3-17 20:00:00.0000,Other
2022-3-17 20:00:00.0000,"This error occurred due to 'Keep me signed in' interrupt when the user was signing-in."
2022-3-17 20:00:00.0000,Other
2022-3-17 20:00:00.0000,Other
2022-3-17 20:00:00.0000,Other
2022-3-17 20:00:00.0000,Other
2022-3-17 20:00:00.0000,Other
2022-3-17 20:00:00.0000,Other
2022-3-17 20:00:00.0000,Other
2022-3-17 20:00:00.0000,Other
2022-3-17 20:00:00.0000,Other
2022-3-17 20:00:00.0000,"User did not pass the MFA challenge (non interactive)."
2022-3-17 20:00:00.0000,Other
